BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,id
Salman Irshad,4,0,37,2,9.25,9,5,0,1,1,204
Hussain Talat,2,0,8,1,4.00,5,0,0,0,0,204
Asif Afridi,3,0,19,0,6.33,4,0,1,0,0,205
Rumman Raees,4,0,37,1,9.25,11,6,0,3,0,205
Blessing Muzarabani,4,0,29,1,7.25,11,3,0,3,0,205
Shahnawaz Dahani,4,0,44,2,11.00,6,3,3,0,0,205
Imran Tahir,4,0,36,1,9.00,7,1,3,0,0,205
Khushdil Shah,1,0,8,1,8.00,1,1,0,0,0,205
Imad Wasim,4,0,30,0,7.50,7,3,0,0,0,205
Mir Hamza,4,0,24,2,6.00,7,2,0,0,0,205
Umaid Asif,3.3,0,41,0,11.71,6,6,1,1,0,205
Chris Jordan,4,0,50,1,12.50,6,5,2,1,1,205
Mohammad Nabi,4,0,28,0,7.00,6,2,0,1,0,205
Faheem Ashraf,4,0,33,3,8.25,8,0,3,0,0,206
Muhammad Musa,2,0,33,0,16.50,2,4,2,0,0,206
Waqas Maqsood,4,0,34,2,8.50,10,1,2,4,0,206
Marchant de Lange,3,0,32,1,10.66,4,4,1,1,0,206
Liam Dawson,4,0,34,1,8.50,9,3,2,0,0,206
Zahir Khan,3,0,35,1,11.66,5,3,2,0,1,206
Liam Livingstone,2,0,32,0,16.00,1,2,3,0,0,206
Usman Qadir,2,0,41,0,20.50,4,1,6,0,0,206
Wahab Riaz,4,0,26,2,6.50,12,2,1,1,1,206
Salman Irshad,4,0,29,3,7.25,13,5,0,2,0,206
Hussain Talat,4,0,30,1,7.50,11,2,2,1,0,206
Ben Cutting,4,0,37,1,9.25,7,2,2,1,0,206
Mohammad Irfan,3.3,0,28,1,8.00,9,3,0,1,2,207
Sohail Tanvir,4,0,52,0,13.00,5,5,3,0,0,207
Naseem Shah,4,0,41,1,10.25,7,5,1,1,0,207
Ghulam Mudassar,4,0,56,1,14.00,3,2,3,7,0,207
Noor Ahmad,4,0,52,0,13.00,1,7,1,2,0,207
Iftikhar Ahmed,0.3,0,11,0,22.00,0,2,0,1,0,207
Asif Afridi,4,0,42,2,10.50,9,2,4,0,0,207
David Willey,2,0,22,2,11.00,4,3,1,0,0,207
Rumman Raees,1,0,9,0,9.00,3,2,0,0,0,207
Shahnawaz Dahani,3,0,22,2,7.33,9,2,1,1,0,207
Imran Tahir,3,0,16,1,5.33,10,1,1,0,0,207
Khushdil Shah,2.5,0,17,2,6.00,6,0,1,1,0,207
Shaheen Shah Afridi,4,0,29,1,7.25,11,4,0,1,0,208
Zaman Khan,3.5,1,16,4,4.17,14,2,0,1,0,208
David Wiese,2,0,24,0,12.00,2,4,0,0,0,208
Haris Rauf,4,0,42,0,10.50,6,5,1,1,0,208
Rashid Khan,4,0,17,4,4.25,14,1,0,2,0,208
Mohammad Hafeez,2,0,16,1,8.00,5,1,1,0,0,208
Mohammad Nabi,4,0,30,0,7.50,6,1,1,0,0,208
Mir Hamza,4,0,27,4,6.75,14,4,1,0,0,208
Imad Wasim,4,0,23,1,5.75,9,2,0,0,0,208
Usman Shinwari,4,0,22,0,5.50,9,1,0,1,1,208
Chris Jordan,4,0,23,2,5.75,8,1,0,1,0,208
Mubasir Khan,1,0,6,0,6.00,1,0,0,0,0,209
Faheem Ashraf,4,0,28,3,7.00,10,2,1,0,0,209
Waqas Maqsood,4,0,45,0,11.25,6,4,2,2,0,209
Mohammad Wasim,2,0,39,0,19.50,1,6,2,0,0,209
Zahir Khan,4,0,32,1,8.00,7,2,1,1,0,209
Marchant de Lange,2,0,21,0,10.50,2,1,1,0,0,209
Liam Dawson,3,0,21,1,7.00,6,0,1,0,0,209
Shaheen Shah Afridi,4,0,28,2,7.00,12,3,1,0,0,209
Zaman Khan,4,1,32,2,8.00,11,3,1,2,0,209
Haris Rauf,4,0,33,2,8.25,10,4,1,1,0,209
Rashid Khan,4,0,19,2,4.75,12,2,0,0,0,209
Kamran Ghulam,2,0,9,0,4.50,7,1,0,1,0,209
Mohammad Hafeez,1,0,6,0,6.00,3,1,0,0,0,209
David Wiese,1,0,3,1,3.00,3,0,0,0,0,209
Imad Wasim,4,0,27,1,6.75,11,2,1,1,0,210
Mir Hamza,4,0,32,1,8.00,6,4,0,1,0,210
Usman Shinwari,4,0,33,1,8.25,7,3,1,0,0,210
Umaid Asif,4,0,25,0,6.25,10,3,0,0,0,210
Lewis Gregory,3,0,22,1,7.33,6,3,0,0,0,210
Qasim Akram,1,0,11,0,11.00,1,2,0,0,0,210
Naseem Shah,4,0,14,2,3.50,10,0,0,0,0,210
Hassan Khan,4,0,43,0,10.75,4,2,3,0,0,210
Mohammad Irfan,4,0,28,1,7.00,10,3,1,0,0,210
Khurram Shahzad,4,0,22,4,5.50,15,2,1,0,1,210
Ashir Qureshi,4,0,31,1,7.75,7,1,2,0,0,210
Asif Afridi,4,1,21,2,5.25,13,3,0,0,0,211
David Willey,2,0,9,1,4.50,5,0,0,0,0,211
Rumman Raees,3,0,23,0,7.66,5,3,0,0,0,211
Shahnawaz Dahani,3,0,19,1,6.33,8,1,1,0,0,211
Imran Tahir,4,0,8,2,2.00,18,0,0,1,0,211
Aamer Azmat,1,0,3,0,3.00,4,0,0,1,0,211
Tim David,1,0,4,1,4.00,3,0,0,1,0,211
Khushdil Shah,2,0,15,0,7.50,7,1,1,0,0,211
Liam Dawson,4,0,16,3,4.00,11,1,0,0,0,211
Athar Mahmood,3,0,21,0,7.00,6,3,0,0,0,211
Zafar Gohar,3,0,21,0,7.00,5,0,1,1,0,211
Zahid Mahmood,4,0,20,1,5.00,5,0,0,0,0,211
Marchant de Lange,3,0,23,0,7.66,8,2,1,0,0,211
Danish Aziz,0.2,0,6,0,18.00,1,0,1,0,0,211
Shaheen Shah Afridi,4,0,37,1,9.25,6,2,1,2,1,212
Haris Rauf,4,0,36,1,9.00,6,5,0,1,0,212
Zaman Khan,2,0,21,0,10.50,1,1,0,4,0,212
Mohammad Hafeez,3,0,16,1,5.33,9,0,1,1,0,212
Fawad Ahmed,4,0,26,2,6.50,7,1,1,0,0,212
David Wiese,3,0,20,1,6.66,8,3,0,0,0,212
Shoaib Malik,1,0,5,1,5.00,4,1,0,0,0,212
Khalid Usman,4,0,25,1,6.25,10,2,1,0,0,212
Mohammad Umar,4,0,54,1,13.50,7,5,4,1,0,212
Arshad Iqbal,4,0,30,2,7.50,11,2,1,1,2,212
Wahab Riaz,4,0,19,2,4.75,11,1,0,0,0,212
Amad Butt,3,0,20,1,6.66,7,1,1,0,0,212
Shaheen Shah Afridi,4,0,31,0,7.75,8,3,0,1,0,213
Mohammad Hafeez,4,0,16,1,4.00,8,0,0,0,0,213
Samit Patel,4,0,31,1,7.75,6,2,0,1,0,213
Zaman Khan,3,0,34,0,11.33,2,5,0,1,0,213
Haris Rauf,4,0,34,0,8.50,6,3,1,0,0,213
David Wiese,1,0,11,0,11.00,1,2,0,0,0,213
Asif Afridi,4,0,23,1,5.75,9,2,0,1,0,213
David Willey,3,0,23,2,7.66,6,3,0,0,0,213
Rumman Raees,3,0,15,1,5.00,8,1,0,0,0,213
Khushdil Shah,3,0,23,1,7.66,6,1,1,0,0,213
Imran Tahir,3,0,29,0,9.66,5,0,3,0,0,213
Shahnawaz Dahani,4,0,19,3,4.75,12,0,1,1,0,213
Liam Dawson,1,0,13,0,13.00,2,1,1,0,0,214
Faheem Ashraf,3,0,15,1,5.00,10,2,0,0,0,214
Athar Mahmood,2,0,9,0,4.50,6,1,0,0,0,214
Waqas Maqsood,3,0,34,0,11.33,1,4,1,0,0,214
Zahid Mahmood,3,0,29,0,9.66,4,3,1,0,0,214
Hasan Ali,4,0,30,3,7.50,9,4,0,0,0,214
Shadab Khan,4,0,35,1,8.75,8,4,1,1,0,214
Ali Majid,4,0,33,0,8.25,9,2,2,1,0,214
Khalid Usman,4,0,17,1,4.25,14,2,0,0,0,214
Wahab Riaz,4,0,52,0,13.00,7,3,4,4,0,214
Benny Howell,3.3,0,34,1,9.71,6,1,3,0,0,214
Salman Irshad,4,0,31,3,7.75,9,3,1,2,0,214
Liam Dawson,4,1,24,2,6.00,11,2,1,0,0,215
Athar Mahmood,3,0,19,0,6.33,8,1,1,0,0,215
Shadab Khan,4,0,27,1,6.75,4,2,0,0,0,215
Mohammad Wasim,3,0,25,2,8.33,6,0,2,1,0,215
Hasan Ali,3,0,34,0,11.33,3,4,1,1,0,215
Waqas Maqsood,3,0,38,1,12.66,3,1,3,1,0,215
Shaheen Shah Afridi,4,0,32,2,8.00,10,3,1,0,1,215
Samit Patel,4,0,33,0,8.25,9,2,2,0,0,215
Zaman Khan,4,0,32,2,8.00,7,4,0,1,0,215
Haris Rauf,4,0,31,2,7.75,7,1,1,1,0,215
Mohammad Hafeez,1,0,13,0,13.00,1,1,1,0,0,215
David Wiese,2.4,0,20,1,7.50,5,1,1,1,0,215
Asif Afridi,4,0,19,3,4.75,14,2,0,0,0,216
David Willey,4,0,42,1,10.50,5,2,3,0,0,216
Rumman Raees,2,0,35,0,17.50,1,4,2,0,0,216
Khushdil Shah,3,0,26,0,8.66,4,2,1,1,0,216
Imran Tahir,4,0,22,0,5.50,5,1,0,0,0,216
Shahnawaz Dahani,3,0,34,1,11.33,4,4,1,0,0,216
Shaheen Shah Afridi,4,0,30,3,7.50,14,4,0,3,0,216
Mohammad Hafeez,4,0,23,2,5.75,8,2,0,0,0,216
Haris Rauf,4,0,34,1,8.50,8,3,1,1,0,216
Samit Patel,2,0,7,0,3.50,7,0,0,0,0,216
Zaman Khan,4,0,26,2,6.50,9,3,0,2,0,216
David Wiese,1.3,0,16,1,10.66,4,2,1,0,0,216
Akeal Hosein,4,0,31,1,7.75,11,2,2,1,0,217
Sameen Gul,4,0,41,0,10.25,7,5,1,1,0,217
Ihsanullah,4,0,37,2,9.25,8,3,1,3,1,217
Shahnawaz Dahani,4,0,40,1,10.00,7,1,3,3,0,217
Usama Mir,4,0,25,2,6.25,8,1,1,1,0,217
Shaheen Shah Afridi,4,0,27,1,6.75,8,2,0,1,0,217
Haris Rauf,4,0,37,1,9.25,6,3,1,2,0,217
Zaman Khan,3,0,29,1,9.66,8,5,0,1,0,217
Sikandar Raza,3,0,32,0,10.66,1,4,0,1,0,217
Liam Dawson,1,0,8,0,8.00,1,1,0,0,0,217
David Wiese,3,0,24,0,8.00,3,2,0,0,0,217
Hussain Talat,2,0,16,1,8.00,4,1,1,0,0,217
Mohammad Amir,4,0,42,0,10.50,6,6,0,2,0,218
Mir Hamza,2,0,13,1,6.50,5,1,0,0,0,218
Imad Wasim,3,0,42,0,14.00,4,2,4,0,0,218
Andrew Tye,4,0,32,1,8.00,8,3,1,0,0,218
Imran Tahir,4,0,40,1,10.00,4,2,2,1,0,218
Ben Cutting,3,0,29,1,9.66,3,3,0,1,0,218
Wahab Riaz,4,0,34,2,8.50,10,3,1,1,2,218
Khurram Shahzad,4,0,47,0,11.75,4,4,2,0,2,218
James Neesham,4,0,26,2,6.50,10,2,1,0,0,218
Shakib Al Hasan,3,0,32,0,10.66,5,2,1,3,0,218
Salman Irshad,4,0,42,1,10.50,4,3,2,2,1,218
Sufiyan Muqeem,1,0,14,0,14.00,1,3,0,0,0,218
Akeal Hosein,4,0,31,0,7.75,8,3,1,0,0,219
Sameen Gul,3,0,20,2,6.66,11,2,1,2,0,219
Abbas Afridi,3.5,0,27,2,7.04,10,2,1,2,0,219
Ihsanullah,4,1,12,5,3.00,16,1,0,1,0,219
Usama Mir,4,0,19,1,4.75,13,2,0,1,0,219
Naseem Shah,2,0,6,0,3.00,8,0,0,0,0,219
Nuwan Thushara,2,0,21,1,10.50,5,4,0,0,0,219
Mohammad Hasnain,3,0,29,0,9.66,6,4,1,0,0,219
Mohammad Hafeez,2,0,15,0,7.50,4,2,0,0,0,219
Mohammad Nawaz,2.3,0,28,0,11.20,2,1,2,0,0,219
Iftikhar Ahmed,2,0,10,0,5.00,4,0,0,0,0,219
Rumman Raees,4,0,26,2,6.50,9,2,0,2,0,220
Faheem Ashraf,4,0,25,1,6.25,12,4,0,0,0,220
Mohammad Wasim,4,0,38,2,9.50,8,5,1,2,0,220
Tom Curran,4,0,42,2,10.50,8,3,3,1,0,220
Shadab Khan,4,0,40,0,10.00,7,4,2,1,0,220
Imad Wasim,4,0,19,1,4.75,7,0,0,0,0,220
Mohammad Amir,4,0,30,2,7.50,10,5,0,1,0,220
Muhammad Musa,4,0,48,2,12.00,10,9,1,0,0,220
Andrew Tye,3,0,31,0,10.33,7,4,1,1,0,220
James Fuller,3,0,37,0,12.33,4,1,4,0,0,220
Shoaib Malik,0.2,0,7,0,21.00,0,0,1,0,0,220
Wahab Riaz,4,0,44,0,11.00,8,5,1,2,2,221
Khurram Shahzad,4,0,49,0,12.25,5,7,1,0,1,221
James Neesham,4,0,40,0,10.00,9,4,2,0,0,221
Sufiyan Muqeem,4,0,36,1,9.00,10,5,1,0,0,221
Salman Irshad,4,0,38,2,9.50,5,5,0,2,0,221
Khushdil Shah,2,0,17,0,8.50,5,1,1,0,0,221
Sameen Gul,2,0,26,0,13.00,3,0,3,0,0,221
Carlos Brathwaite,3,0,22,1,7.33,7,2,1,0,0,221
Ihsanullah,3.5,0,24,3,6.26,13,2,1,0,1,221
Abbas Afridi,3,0,33,2,11.00,6,1,3,1,0,221
Usama Mir,4,0,22,3,5.50,11,1,1,0,0,221
Kieron Pollard,1,0,6,0,6.00,0,0,0,0,0,221
Imad Wasim,4,1,16,3,4.00,11,1,0,0,0,222
Aamer Yamin,4,0,37,3,9.25,11,4,1,1,2,222
Mohammad Amir,4,0,23,1,5.75,13,3,0,1,0,222
Imran Tahir,4,0,35,0,8.75,4,3,1,0,0,222
Andrew Tye,4,0,55,0,13.75,1,5,3,0,0,222
Naseem Shah,4,0,29,1,7.25,13,4,1,1,0,222
Mohammad Nawaz,4,0,34,1,8.50,10,3,1,2,0,222
Qais Ahmad,4,0,29,1,7.25,9,3,0,3,0,222
Mohammad Hasnain,4,0,29,2,7.25,11,3,1,1,0,222
Odean Smith,4,0,36,0,9.00,6,4,1,0,0,222
Rumman Raees,3,0,25,1,8.33,7,2,1,1,0,223
Abrar Ahmed,4,0,21,0,5.25,11,0,1,3,0,223
Faheem Ashraf,2,0,20,0,10.00,1,2,0,2,0,223
Mohammad Wasim,4,0,49,1,12.25,4,6,2,0,0,223
Shadab Khan,3,0,42,1,14.00,3,2,4,0,0,223
Tom Curran,4,0,32,1,8.00,7,2,0,2,0,223
Khushdil Shah,2,0,20,0,10.00,6,3,1,0,0,223
Mohammad Ilyas,2,0,12,2,6.00,5,1,0,0,0,223
Carlos Brathwaite,3,0,29,0,9.66,4,3,1,0,0,223
Ihsanullah,3.5,0,19,2,4.95,13,1,1,0,0,223
Usama Mir,4,0,33,2,8.25,7,2,2,0,0,223
Abbas Afridi,3,0,22,4,7.33,5,2,0,1,0,223
Shaheen Shah Afridi,4,0,39,1,9.75,9,3,2,2,0,224
Zaman Khan,4,0,34,1,8.50,10,5,0,2,1,224
David Wiese,1,0,15,0,15.00,1,0,2,0,0,224
Haris Rauf,4,0,35,1,8.75,6,3,1,1,0,224
Sikandar Raza,4,0,27,0,6.75,7,0,1,0,2,224
Liam Dawson,3,0,29,1,9.66,7,1,2,1,0,224
Imad Wasim,4,0,23,1,5.75,10,3,0,0,0,224
Akif Javed,3.3,0,28,4,8.00,10,2,2,0,0,224
Aamer Yamin,3,0,18,2,6.00,8,2,0,0,0,224
Mohammad Amir,2,0,12,1,6.00,6,1,0,2,0,224
Imran Tahir,4,0,23,0,5.75,4,1,0,0,0,224
Ben Cutting,1,0,12,2,12.00,2,1,1,0,0,224
Arshad Iqbal,4,1,37,1,9.25,10,3,2,2,0,225
Wahab Riaz,4,0,25,0,6.25,14,1,2,2,0,225
James Neesham,4,0,28,1,7.00,13,5,0,1,0,225
Usman Qadir,4,0,26,2,6.50,11,3,0,1,0,225
Dasun Shanaka,2,0,22,0,11.00,2,2,1,0,0,225
Sufiyan Muqeem,2,0,10,0,5.00,5,1,0,0,0,225
Naseem Shah,4,0,19,1,4.75,13,2,0,1,0,225
Mohammad Nawaz,3.3,0,48,1,13.71,6,9,1,1,0,225
Mohammad Hasnain,4,1,13,3,3.25,17,2,0,0,0,225
Qais Ahmad,4,0,41,1,10.25,8,4,2,2,0,225
Mohammad Hafeez,1,0,4,0,4.00,2,0,0,0,0,225
Odean Smith,2,0,27,0,13.50,1,2,1,2,0,225
Mohammad Hafeez,1,0,14,0,14.00,3,2,1,0,0,226
Mohammad Hasnain,4,0,32,1,8.00,10,3,1,0,0,226
Naseem Shah,4,0,47,0,11.75,4,3,2,1,0,226
Odean Smith,4,0,41,2,10.25,7,6,0,1,1,226
Mohammad Nawaz,3,0,26,1,8.66,6,1,2,0,0,226
Qais Ahmad,4,0,36,2,9.00,3,2,1,0,0,226
Shaheen Shah Afridi,4,0,22,3,5.50,12,3,0,1,0,226
Zaman Khan,3,0,18,0,6.00,8,0,1,1,0,226
Haris Rauf,3,0,43,0,14.33,5,1,5,0,0,226
David Wiese,4,0,23,3,5.75,9,1,1,0,0,226
Rashid Khan,4,0,17,1,4.25,12,0,1,0,0,226
Sikandar Raza,1,0,6,1,6.00,1,0,0,1,0,226
Hussain Talat,1,0,5,0,5.00,2,0,0,0,0,226
Imad Wasim,2,0,20,0,10.00,4,2,1,0,0,227
Aamer Yamin,3,0,36,0,12.00,4,7,0,0,0,227
Akif Javed,3,0,33,0,11.00,3,1,2,2,0,227
Mohammad Umar,4,0,44,1,11.00,6,4,2,0,0,227
Imran Tahir,4,0,33,0,8.25,4,3,0,1,0,227
Shoaib Malik,4,0,29,1,7.25,7,3,0,0,0,227
Mohammad Ilyas,3,0,38,0,12.66,7,3,3,3,0,227
Carlos Brathwaite,1,0,19,0,19.00,1,3,1,0,0,227
Abbas Afridi,4,0,55,2,13.75,9,2,6,2,1,227
Ihsanullah,4,0,17,0,4.25,13,2,0,0,0,227
Usama Mir,4,0,35,1,8.75,7,1,2,1,0,227
Khushdil Shah,4,0,25,1,6.25,8,0,1,2,0,227
Rumman Raees,4,0,30,1,7.50,9,4,0,0,0,228
Hasan Ali,4,0,35,3,8.75,8,4,1,0,0,228
Faheem Ashraf,3,0,28,1,9.33,3,2,1,0,0,228
Tom Curran,4,0,30,0,7.50,9,3,1,0,0,228
Shadab Khan,4,0,26,1,6.50,5,0,0,1,0,228
Mubasir Khan,1,0,5,1,5.00,2,0,0,0,0,228
Arshad Iqbal,3.5,0,38,1,9.91,9,2,3,0,0,228
Wahab Riaz,3,0,33,0,11.00,9,4,2,1,0,228
James Neesham,2,0,21,1,10.50,4,0,2,1,0,228
Usman Qadir,4,0,50,1,12.50,6,6,2,0,0,228
Sufiyan Muqeem,2,0,16,0,8.00,4,2,0,2,0,228
Naseem Shah,4,0,32,1,8.00,9,5,0,1,0,229
Mohammad Hasnain,4,0,52,2,13.00,12,1,7,1,0,229
Aimal Khan,4,0,55,1,13.75,6,2,6,1,0,229
Odean Smith,4,0,41,2,10.25,10,4,3,0,0,229
Iftikhar Ahmed,1,0,4,0,4.00,2,0,0,0,0,229
Mohammad Nawaz,3,0,34,0,11.33,4,3,2,0,0,229
Fazalhaq Farooqi,3.1,0,28,3,8.84,6,2,1,0,0,229
Abrar Ahmed,4,0,21,2,5.25,10,2,0,1,0,229
Hasan Ali,4,1,39,3,9.75,13,2,4,1,0,229
Faheem Ashraf,4,0,43,0,10.75,2,4,1,1,0,229
Shadab Khan,4,0,24,2,6.00,10,3,0,0,0,229
Akeal Hosein,3,0,36,0,12.00,3,3,2,0,0,230
Anwar Ali,4,0,28,1,7.00,9,4,0,0,0,230
Ihsanullah,4,0,22,2,5.50,9,1,0,4,0,230
Usama Mir,4,0,32,0,8.00,6,4,0,0,0,230
Carlos Brathwaite,1,0,11,0,11.00,1,2,0,0,0,230
Abbas Afridi,4,0,37,0,9.25,6,2,2,0,0,230
Imad Wasim,4,0,34,2,8.50,7,3,1,0,0,230
Aamer Yamin,3,0,24,0,8.00,5,3,0,1,0,230
Akif Javed,2,0,8,2,4.00,7,1,0,0,0,230
Shoaib Malik,3.3,0,16,3,4.57,12,2,0,0,0,230
Tabraiz Shamsi,4,0,18,3,4.50,11,0,1,0,0,230
Arshad Iqbal,4,0,28,0,7.00,10,3,1,0,0,231
Wahab Riaz,4,0,45,2,11.25,7,3,3,1,0,231
James Neesham,3,0,42,0,14.00,4,1,5,0,0,231
Saad Masood,3,0,40,0,13.33,5,1,4,2,0,231
Salman Irshad,4,0,47,0,11.75,6,5,2,2,0,231
Rovman Powell,2,0,37,1,18.50,1,2,3,3,0,231
Shaheen Shah Afridi,4,0,40,5,10.00,9,5,1,3,0,231
Zaman Khan,3,0,28,2,9.33,8,3,1,3,0,231
Haris Rauf,4,0,38,1,9.50,8,2,2,1,0,231
David Wiese,2,0,20,0,10.00,3,2,1,0,0,231
Rashid Khan,4,0,49,1,12.25,7,5,3,0,0,231
Sikandar Raza,2,0,24,0,12.00,4,2,2,0,0,231
Hussain Talat,1,0,1,0,1.00,5,0,0,0,0,231
Zeeshan Zameer,2,0,30,0,15.00,3,4,1,3,0,232
Abrar Ahmed,4,0,50,1,12.50,7,5,3,0,0,232
Faheem Ashraf,2,0,13,0,6.50,5,2,0,0,0,232
Hasan Ali,4,0,38,1,9.50,7,3,2,1,0,232
Shadab Khan,4,0,34,2,8.50,6,5,0,0,0,232
Tom Curran,4,0,34,3,8.50,8,3,1,0,1,232
Shaheen Shah Afridi,2,0,22,0,11.00,3,1,0,2,0,232
Zaman Khan,2,0,18,1,9.00,5,1,1,1,0,232
Haris Rauf,2,0,15,1,7.50,7,1,1,1,0,232
David Wiese,3,0,17,3,5.66,7,0,1,0,0,232
Rashid Khan,3,0,8,2,2.66,10,0,0,0,0,232
Sikandar Raza,1.5,0,6,2,3.27,7,0,0,1,0,232
Mohammad Amir,4,0,26,4,6.50,13,3,1,0,0,233
Aamer Yamin,4,1,38,0,9.50,11,3,2,2,0,233
Akif Javed,4,0,58,0,14.50,7,6,4,2,0,233
Imad Wasim,4,0,46,0,11.50,8,2,4,3,0,233
Tabraiz Shamsi,4,0,25,1,6.25,10,1,1,2,0,233
Arshad Iqbal,4,0,38,0,9.50,10,7,0,1,0,233
Mujeeb Ur Rahman,4,0,28,2,7.00,10,1,2,0,0,233
Wahab Riaz,4,0,36,0,9.00,12,6,1,1,0,233
Azmatullah Omarzai,4,0,28,3,7.00,10,4,0,2,0,233
Aamer Jamal,4,0,43,3,10.75,9,6,1,3,0,233
Naseem Shah,4,0,29,1,7.25,11,4,0,1,1,234
Odean Smith,4,0,27,1,6.75,14,1,1,6,0,234
Umaid Asif,3.2,0,33,1,9.90,8,2,3,0,0,234
Naveen-ul-Haq,4,0,36,2,9.00,8,6,0,0,0,234
Mohammad Nawaz,3,0,19,2,6.33,7,1,1,0,0,234
Mohammad Hafeez,1,0,3,0,3.00,3,0,0,0,0,234
Shaheen Shah Afridi,4,0,35,0,8.75,9,4,0,1,0,234
Haris Rauf,4,0,22,3,5.50,12,3,0,1,0,234
Zaman Khan,3,0,29,0,9.66,9,2,2,1,1,234
Rashid Khan,4,0,14,2,3.50,14,1,0,0,0,234
David Wiese,4,0,22,1,5.50,9,1,0,1,0,234
Sikandar Raza,1,0,6,0,6.00,1,0,0,0,0,234
Rumman Raees,4,0,52,1,13.00,5,9,1,0,0,235
Hasan Ali,4,0,40,1,10.00,6,4,1,0,1,235
Faheem Ashraf,3,0,35,1,11.66,4,3,2,0,0,235
Tom Curran,4,0,43,2,10.75,7,5,1,2,0,235
Mubasir Khan,1,0,6,0,6.00,1,0,0,0,0,235
Shadab Khan,4,0,21,0,5.25,9,2,0,0,0,235
Mohammad Amir,4,0,40,1,10.00,9,3,2,5,0,235
Imad Wasim,2,0,22,0,11.00,4,3,1,0,0,235
Aamer Yamin,3.2,0,42,1,12.60,3,5,2,0,0,235
Andrew Tye,4,0,42,0,10.50,8,4,2,1,0,235
Shoaib Malik,2,0,10,0,5.00,2,0,0,0,0,235
Tabraiz Shamsi,4,0,40,1,10.00,4,1,3,0,0,235
Sameen Gul,3,0,29,1,9.66,8,3,1,4,0,236
Khushdil Shah,1,0,17,0,17.00,0,2,1,0,0,236
Anwar Ali,3,0,21,2,7.00,6,3,0,0,0,236
Ihsanullah,4,0,33,2,8.25,10,4,0,5,1,236
Abbas Afridi,3,0,25,2,8.33,6,4,0,0,0,236
Usama Mir,4,0,37,0,9.25,8,3,2,1,0,236
Kieron Pollard,2,0,16,2,8.00,5,2,0,1,0,236
Shaheen Shah Afridi,4,0,29,0,7.25,8,2,1,0,0,236
Zaman Khan,3,0,23,1,7.66,7,1,1,3,0,236
Haris Rauf,4,0,30,1,7.50,11,2,2,0,0,236
David Wiese,3,0,26,0,8.66,4,3,0,1,0,236
Rashid Khan,4,0,15,3,3.75,9,0,0,0,0,236
Sikandar Raza,1,0,10,1,10.00,2,0,1,0,0,236
Hussain Talat,1,0,22,1,22.00,2,2,2,2,0,236
Fazalhaq Farooqi,4,0,25,3,6.25,13,1,2,0,0,237
Rumman Raees,4,0,29,1,7.25,9,4,0,1,0,237
Faheem Ashraf,3,0,29,2,9.66,8,1,2,4,0,237
Mubasir Khan,2,0,23,0,11.50,3,3,1,0,0,237
Hasan Ali,4,0,36,0,9.00,10,1,3,1,0,237
Shadab Khan,3,0,32,0,10.66,1,4,0,0,0,237
Naseem Shah,4,0,28,1,7.00,9,2,0,1,0,237
Odean Smith,2.3,0,40,0,16.00,2,6,1,2,0,237
Umaid Asif,4,0,37,3,9.25,12,3,3,1,0,237
Naveen-ul-Haq,4,0,37,1,9.25,6,2,2,0,1,237
Iftikhar Ahmed,1,0,19,1,19.00,1,1,2,0,0,237
Mohammad Nawaz,4,0,17,2,4.25,13,2,0,0,0,237
Naseem Shah,4,0,31,2,7.75,11,4,1,0,0,238
Aimal Khan,4,0,26,2,6.50,12,3,1,0,0,238
Mohammad Nawaz,4,0,22,1,5.50,10,2,0,0,0,238
Dwaine Pretorius,4,0,39,0,9.75,4,3,1,1,0,238
Naveen-ul-Haq,4,0,43,1,10.75,9,5,1,1,0,238
Mohammad Amir,4,0,37,0,9.25,8,4,1,2,0,238
Aamer Yamin,2.5,0,21,1,7.41,7,3,0,0,0,238
Muhammad Musa,4,0,44,1,11.00,4,5,1,1,0,238
James Fuller,4,0,38,1,9.50,9,4,2,0,0,238
Tabraiz Shamsi,4,0,20,2,5.00,10,1,0,1,0,238
Imad Wasim,1,0,6,0,6.00,0,0,0,0,0,238
Shaheen Shah Afridi,4,0,31,4,7.75,12,4,1,0,0,239
Haris Rauf,4,0,35,2,8.75,9,3,2,0,0,239
Zaman Khan,2.3,0,30,2,12.00,3,3,1,1,2,239
Sikandar Raza,1,0,21,0,21.00,0,4,0,0,1,239
Rashid Khan,4,0,41,2,10.25,9,1,4,0,0,239
David Wiese,4,0,39,0,9.75,4,2,2,2,0,239
Arshad Iqbal,4,0,27,3,6.75,15,2,2,2,0,239
Azmatullah Omarzai,4,0,40,2,10.00,10,3,3,2,0,239
Mujeeb Ur Rahman,4,0,44,0,11.00,7,3,3,1,0,239
Wahab Riaz,4,1,17,3,4.25,18,2,1,0,0,239
Aamer Jamal,3.4,0,38,1,10.36,10,3,3,2,0,239
Fazalhaq Farooqi,4,0,32,0,8.00,7,3,1,0,0,240
Rumman Raees,3,0,43,0,14.33,4,2,4,1,0,240
Faheem Ashraf,4,0,38,1,9.50,6,3,2,1,0,240
Shadab Khan,4,1,26,2,6.50,10,1,1,3,0,240
Mubasir Khan,1,0,15,0,15.00,0,2,0,0,0,240
Mohammad Wasim,4,0,48,2,12.00,4,7,1,1,0,240
