BATTING,dismissal,R,B,4s,6s,SR,id
Kevin Pietersen,b Mohammad Irfan,3,7,0,0,42.85,26
Rilee Rossouw,c Umar Akmal b Mohammad Irfan,60,47,3,2,127.65,26
Sarfaraz Ahmed (c)†,b Narine,1,2,0,0,50.00,26
Mohammad Nawaz,run out (Yasir Shah),1,3,0,0,33.33,26
Thisara Perera,c Bilawal Bhatti b Yasir Shah,12,11,1,0,109.09,26
Hassan Khan,c Roy b Sohail Tanvir,16,11,1,1,145.45,26
Anwar Ali,not out,3,2,0,0,150.00,26
Tymal Mills,lbw b Mohammad Irfan,0,1,0,0,0.00,26
Jason Roy,b Zulfiqar Babar,27,14,5,1,192.85,26
Brendon McCullum (c),c Perera b Zulfiqar Babar,20,11,2,1,181.81,26
Fakhar Zaman,run out (Asad Shafiq/†Sarfaraz Ahmed),11,12,1,0,91.66,26
Umar Akmal,c Perera b Anwar Ali,0,4,0,0,0.00,26
Mohammad Rizwan †,lbw b Hassan Khan,5,8,0,0,62.50,26
Grant Elliott,b Mohammad Nawaz,26,30,2,0,86.66,26
Sohail Tanvir,b Mohammad Nawaz,5,8,0,0,62.50,26
Sunil Narine,lbw b Mills,26,15,0,3,173.33,26
Bilawal Bhatti,run out (Perera),1,3,0,0,33.33,26
Yasir Shah,c & b Hassan Khan,1,4,0,0,25.00,26
Mohammad Irfan,not out,3,3,0,0,100.00,26
Shahzaib Hasan,c Jordan b Mohammad Hafeez,0,3,0,0,0.00,27
Chris Gayle,lbw b Mohammad Hafeez,2,9,0,0,22.22,27
Babar Azam,c Sammy b Hasan Ali,1,5,0,0,20.00,27
Kumar Sangakkara (c)†,c Mohammad Hafeez b Jordan,5,6,0,0,83.33,27
Shoaib Malik,c †Kamran Akmal b Wahab Riaz,44,36,3,1,122.22,27
Ravi Bopara,c Jordan b Mohammad Asghar,33,40,3,0,82.50,27
Kieron Pollard,not out,27,14,2,2,192.85,27
Imad Wasim,c Sammy b Wahab Riaz,0,2,0,0,0.00,27
Mohammad Amir,not out,3,5,0,0,60.00,27
Mohammad Hafeez,lbw b Mohammad Amir,0,4,0,0,0.00,27
Dawid Malan,c Babar Azam b Imad Wasim,22,20,4,0,110.00,27
Kamran Akmal †,c Imad Wasim b Sohail Khan,0,6,0,0,0.00,27
Eoin Morgan,not out,80,57,8,3,140.35,27
Haris Sohail,not out,13,24,0,0,54.16,27
Dwayne Smith,b Elliott,31,29,4,0,106.89,28
Sam Billings,b Elliott,37,28,4,1,132.14,28
Brad Haddin †,c Yasir Shah b Elliott,9,15,0,0,60.00,28
Misbah-ul-Haq (c),not out,61,36,3,5,169.44,28
Shane Watson,c Umar Akmal b Elliott,7,6,1,0,116.66,28
Asif Ali,c Elliott b Narine,1,2,0,0,50.00,28
Shadab Khan,run out (Roy/†Mohammad Rizwan),4,5,0,0,80.00,28
Mohammad Sami,c Fakhar Zaman b Sohail Tanvir,0,1,0,0,0.00,28
Jason Roy,not out,60,51,6,1,117.64,28
Brendon McCullum (c),c Billings b Rumman Raees,25,10,4,1,250.00,28
Fakhar Zaman,c & b Mohammad Sami,5,8,0,0,62.50,28
Umar Akmal,c Billings b Watson,35,26,3,2,134.61,28
Grant Elliott,c Asif Ali b Saeed Ajmal,3,4,0,0,75.00,28
Sunil Narine,not out,26,12,3,2,216.66,28
Shahzaib Hasan,c & b Mills,19,13,3,0,146.15,29
Chris Gayle,c & b Perera,10,14,0,1,71.42,29
Babar Azam,run out (Ahmed Shehzad/Perera),50,42,4,1,119.04,29
Kumar Sangakkara (c)†,c Hassan Khan b Perera,25,22,1,1,113.63,29
Kieron Pollard,c Pietersen b Mohammad Nawaz,14,7,1,1,200.00,29
Shoaib Malik,c Mohammad Nawaz b Perera,15,8,1,1,187.50,29
Ravi Bopara,c Zulfiqar Babar b Mills,16,9,3,0,177.77,29
Imad Wasim,not out,6,3,1,0,200.00,29
Sohail Khan,run out (Rossouw/†Sarfaraz Ahmed),2,2,0,0,100.00,29
Asad Shafiq,c Shoaib Malik b Sohail Khan,11,13,2,0,84.61,29
Ahmed Shehzad,c Pollard b Sohail Khan,11,7,1,1,157.14,29
Kevin Pietersen,c †Sangakkara b Sohail Khan,0,1,0,0,0.00,29
Rilee Rossouw,not out,76,53,7,3,143.39,29
Sarfaraz Ahmed (c)†,not out,56,42,4,1,133.33,29
Jason Roy,c Jordan b Hasan Ali,9,6,2,0,150.00,30
Brendon McCullum (c),c Malan b Mohammad Asghar,0,3,0,0,0.00,30
Fakhar Zaman,c †Kamran Akmal b Jordan,33,19,4,1,173.68,30
Umar Akmal,c Mohammad Hafeez b Hasan Ali,0,3,0,0,0.00,30
Grant Elliott,c Sammy b Hasan Ali,0,3,0,0,0.00,30
Mohammad Rizwan †,c Morgan b Wahab Riaz,11,12,2,0,91.66,30
Sunil Narine,c Jordan b Mohammad Hafeez,2,3,0,0,66.66,30
Sohail Tanvir,run out (Jordan),1,9,0,0,11.11,30
Bilawal Bhatti,b Shahid Afridi,1,4,0,0,25.00,30
Yasir Shah,not out,0,0,0,0,-,30
Mohammad Irfan,c †Kamran Akmal b Jordan,0,1,0,0,0.00,30
Mohammad Hafeez,st †Mohammad Rizwan b Narine,3,11,0,0,27.27,30
Dawid Malan,lbw b Sohail Tanvir,1,3,0,0,33.33,30
Kamran Akmal †,c Elliott b Yasir Shah,3,13,0,0,23.07,30
Eoin Morgan,c Fakhar Zaman b Yasir Shah,23,26,3,0,88.46,30
Shahid Afridi,c Elliott b Narine,13,15,1,1,86.66,30
Sohaib Maqsood,c McCullum b Yasir Shah,0,4,0,0,0.00,30
Daren Sammy (c),b Yasir Shah,3,9,0,0,33.33,30
Chris Jordan,not out,3,10,0,0,30.00,30
Wahab Riaz,not out,5,12,0,0,41.66,30
Asad Shafiq,b Watson,45,42,4,0,107.14,31
Ahmed Shehzad,c Zohaib Khan b Mohammad Sami,26,15,3,1,173.33,31
Kevin Pietersen,lbw b Mohammad Sami,0,1,0,0,0.00,31
Rilee Rossouw,c Rumman Raees b Watson,7,13,0,0,53.84,31
Sarfaraz Ahmed (c)†,c †Haddin b Rumman Raees,12,11,0,1,109.09,31
Mahmudullah,not out,29,20,2,1,145.00,31
Thisara Perera,run out (Rumman Raees),27,18,2,1,150.00,31
Dwayne Smith,b Mohammad Nawaz,10,16,1,0,62.50,31
Sam Billings,not out,78,50,8,3,156.00,31
Brad Haddin †,c †Sarfaraz Ahmed b Mohammad Nawaz,6,9,1,0,66.66,31
Misbah-ul-Haq (c),lbw b Hassan Khan,10,11,2,0,90.90,31
Shane Watson,c Hassan Khan b Perera,36,27,4,2,133.33,31
Asif Ali,c Pietersen b Umar Gul,1,2,0,0,50.00,31
Shadab Khan,not out,0,0,0,0,-,31
Jason Roy,b Sohail Khan,26,16,2,1,162.50,32
Brendon McCullum (c),b Imad Wasim,0,2,0,0,0.00,32
Fakhar Zaman,c Usman Shinwari b Usama Mir,56,36,5,3,155.55,32
Umar Akmal,c Bopara b Usama Mir,25,16,3,1,156.25,32
Mohammad Rizwan †,lbw b Sohail Khan,29,22,3,0,131.81,32
Grant Elliott,c †Sangakkara b Mohammad Amir,17,18,1,0,94.44,32
Sunil Narine,c Bopara b Mohammad Amir,13,6,1,1,216.66,32
Sohail Tanvir,not out,3,3,0,0,100.00,32
Mohammad Irfan,run out (Pollard/Mohammad Amir),1,1,0,0,100.00,32
Babar Azam,c Bilawal Bhatti b Mohammad Irfan,9,10,1,0,90.00,32
Chris Gayle,c Umar Akmal b Narine,5,7,1,0,71.42,32
Kumar Sangakkara (c)†,b Sohail Tanvir,65,45,8,1,144.44,32
Shoaib Malik,c Sohail Tanvir b Bilawal Bhatti,39,30,0,2,130.00,32
Kieron Pollard,b Narine,8,6,1,0,133.33,32
Ravi Bopara,c Bilawal Bhatti b Sohail Tanvir,5,9,0,0,55.55,32
Imad Wasim,run out (†Mohammad Rizwan),6,5,1,0,120.00,32
Sohail Khan,b Mohammad Irfan,10,5,0,1,200.00,32
Mohammad Amir,not out,11,4,1,1,275.00,32
Usama Mir,not out,4,1,1,0,400.00,32
Tamim Iqbal,not out,62,46,4,4,134.78,33
Mohammad Hafeez,c Hassan Khan b Mahmudullah,16,19,2,0,84.21,33
Kamran Akmal †,c Asad Shafiq b Hassan Khan,0,3,0,0,0.00,33
Eoin Morgan,c Asad Shafiq b Rossouw,1,4,0,0,25.00,33
Sohaib Maqsood,not out,30,24,2,1,125.00,33
Dwayne Smith,c †Sangakkara b Usama Mir,29,22,0,3,131.81,34
Sam Billings,lbw b Imad Wasim,0,1,0,0,0.00,34
Brad Haddin †,c & b Imad Wasim,6,10,1,0,60.00,34
Misbah-ul-Haq (c),c Babar Azam b Usama Mir,16,25,0,1,64.00,34
Shane Watson,run out (Pollard/†Sangakkara),26,14,2,2,185.71,34
Imran Khalid,run out (Shoaib Malik/Usman Shinwari),1,1,0,0,100.00,34
Asif Ali,c †Sangakkara b Usman Shinwari,5,3,1,0,166.66,34
Mohammad Sami,run out (Pollard/†Sangakkara),1,1,0,0,100.00,34
Shadab Khan,not out,1,1,0,0,100.00,34
Chris Gayle,c Mohammad Sami b Mohammad Irfan,2,3,0,0,66.66,34
Babar Azam,not out,47,30,5,2,156.66,34
Kumar Sangakkara (c)†,b Mohammad Irfan,2,3,0,0,66.66,34
Shoaib Malik,c Saeed Ajmal b Imran Khalid,6,9,0,0,66.66,34
Ravi Bopara,run out (Shadab Khan),1,5,0,0,20.00,34
Imad Wasim,not out,8,9,0,0,88.88,34
Jason Roy,b Hassan Khan,51,27,6,3,188.88,35
Fakhar Zaman,c Ahmed Shehzad b Zulfiqar Babar,47,31,6,1,151.61,35
Umar Akmal,c Mahmudullah b Hassan Khan,17,14,1,1,121.42,35
Mohammad Rizwan †,not out,46,28,1,4,164.28,35
Cameron Delport,not out,35,21,1,3,166.66,35
Ahmed Shehzad,b Mohammad Irfan,15,15,2,0,100.00,35
Saad Nasim,c †Mohammad Rizwan b Sohail Tanvir,5,6,0,0,83.33,35
Kevin Pietersen,not out,88,42,3,8,209.52,35
Rilee Rossouw,c Bilawal Bhatti b Mohammad Irfan,33,18,3,2,183.33,35
Thisara Perera,c sub (Aamer Yamin) b Delport,1,5,0,0,20.00,35
Sarfaraz Ahmed (c)†,c †Mohammad Rizwan b Sohail Tanvir,45,25,3,3,180.00,35
Anwar Ali,not out,12,3,1,1,400.00,35
Tamim Iqbal,c Misbah-ul-Haq b Rumman Raees,4,8,0,0,50.00,36
Kamran Akmal †,lbw b Shadab Khan,19,17,3,0,111.76,36
Mohammad Hafeez,c Misbah-ul-Haq b Mohammad Irfan,10,8,2,0,125.00,36
Eoin Morgan,c Mohammad Irfan b Shadab Khan,28,28,3,1,100.00,36
Sohaib Maqsood,c & b Mohammad Sami,0,3,0,0,0.00,36
Shakib Al Hasan,c Mohammad Sami b Amad Butt,5,7,0,0,71.42,36
Daren Sammy (c),c Mohammad Sami b Rumman Raees,20,19,3,0,105.26,36
Shahid Afridi,c Rumman Raees b Mohammad Sami,17,12,0,2,141.66,36
Wahab Riaz,b Mohammad Sami,23,15,3,1,153.33,36
Hasan Ali,not out,1,1,0,0,100.00,36
Junaid Khan,not out,1,2,0,0,50.00,36
Dwayne Smith,not out,72,59,6,4,122.03,36
Rafatullah Mohmand,c †Kamran Akmal b Junaid Khan,11,8,1,1,137.50,36
Brad Haddin †,lbw b Hasan Ali,2,4,0,0,50.00,36
Sam Billings,b Wahab Riaz,11,16,1,0,68.75,36
Misbah-ul-Haq (c),c Wahab Riaz b Shakib Al Hasan,5,12,0,0,41.66,36
Shane Watson,run out (sub [CJ Jordan]/†Kamran Akmal),30,22,1,2,136.36,36
Amad Butt,not out,1,1,0,0,100.00,36
Babar Azam,c Hasan Ali b Shakib Al Hasan,46,38,6,1,121.05,37
Kumar Sangakkara (c)†,c Hasan Ali b Iftikhar Ahmed,28,22,3,0,127.27,37
Chris Gayle,c Morgan b Iftikhar Ahmed,11,9,0,1,122.22,37
Shoaib Malik,not out,51,27,4,3,188.88,37
Ravi Bopara,c Sohaib Maqsood b Imran Khan,30,20,2,2,150.00,37
Kieron Pollard,not out,4,4,0,0,100.00,37
Tamim Iqbal,c †Sangakkara b Sohail Khan,16,11,3,0,145.45,37
Kamran Akmal †,c Bopara b Sohail Khan,14,12,1,1,116.66,37
Iftikhar Ahmed,c †Sangakkara b Imad Wasim,1,3,0,0,33.33,37
Eoin Morgan,c Bopara b Shoaib Malik,3,13,0,0,23.07,37
Shakib Al Hasan,c Bopara b Usman Shinwari,18,16,3,0,112.50,37
Sohaib Maqsood,c Pollard b Usman Shinwari,5,5,1,0,100.00,37
Daren Sammy (c),c Gayle b Sohail Khan,34,26,1,3,130.76,37
Shahid Afridi,c Gayle b Usama Mir,54,28,3,5,192.85,37
Wahab Riaz,b Usman Shinwari,2,3,0,0,66.66,37
Hasan Ali,c Bopara b Usama Mir,10,4,1,1,250.00,37
Imran Khan,not out,0,0,0,0,-,37
Dwayne Smith,lbw b Yasir Shah,20,17,2,1,117.64,38
Rafatullah Mohmand,c †Mohammad Rizwan b Aamer Yamin,18,13,0,2,138.46,38
Brad Haddin †,b Aamer Yamin,1,6,0,0,16.66,38
Ben Duckett,b Yasir Shah,14,21,1,0,66.66,38
Misbah-ul-Haq (c),c †Mohammad Rizwan b Aamer Yamin,16,13,1,1,123.07,38
Shane Watson,lbw b Narine,7,9,0,0,77.77,38
Shadab Khan,run out (†Mohammad Rizwan),42,24,2,3,175.00,38
Amad Butt,c McCullum b Sohail Tanvir,17,16,1,1,106.25,38
Mohammad Sami,not out,1,1,0,0,100.00,38
Cameron Delport,c Shadab Khan b Mohammad Irfan,12,16,1,0,75.00,38
Brendon McCullum (c),c Misbah-ul-Haq b Rumman Raees,11,18,2,0,61.11,38
Fakhar Zaman,lbw b Shadab Khan,6,5,1,0,120.00,38
Umar Akmal,lbw b Shadab Khan,66,42,8,3,157.14,38
Mohammad Rizwan †,b Watson,3,9,0,0,33.33,38
Mohammad Irfan,run out (Watson),0,1,0,0,0.00,38
Grant Elliott,not out,26,17,2,1,152.94,38
Sunil Narine,lbw b Rumman Raees,12,5,0,2,240.00,38
Sohail Tanvir,c Smith b Rumman Raees,1,3,0,0,33.33,38
Aamer Yamin,c Smith b Mohammad Sami,0,1,0,0,0.00,38
Yasir Shah,not out,0,0,0,0,-,38
Babar Azam,c Hassan Khan b Mahmudullah,36,37,4,0,97.29,39
Kumar Sangakkara (c)†,st †Sarfaraz Ahmed b Mahmudullah,28,18,1,2,155.55,39
Chris Gayle,c Hassan Khan b Anwar Ali,29,34,1,2,85.29,39
Shoaib Malik,c Hassan Khan b Mahmudullah,9,9,1,0,100.00,39
Kieron Pollard,c Anwar Ali b Mir Hamza,31,19,4,1,163.15,39
Ravi Bopara,c Rossouw b Anwar Ali,1,2,0,0,50.00,39
Imad Wasim,not out,6,1,0,1,600.00,39
Sohail Khan,not out,0,0,0,0,-,39
Asad Shafiq,c Mohammad Amir b Sohail Khan,51,38,6,1,134.21,39
Ahmed Shehzad,c Pollard b Sohail Khan,54,40,4,3,135.00,39
Kevin Pietersen,run out (Imad Wasim),0,0,0,0,-,39
Rilee Rossouw,c †Sangakkara b Usama Mir,15,16,1,0,93.75,39
Sarfaraz Ahmed (c)†,not out,19,17,2,0,111.76,39
Mahmudullah,not out,8,4,1,0,200.00,39
Tamim Iqbal,c & b Aamer Yamin,5,3,1,0,166.66,40
Kamran Akmal †,st †Mohammad Rizwan b Yasir Shah,58,40,9,0,145.00,40
Mohammad Hafeez,b Yasir Shah,13,18,2,0,72.22,40
Marlon Samuels,b Narine,17,21,0,0,80.95,40
Shakib Al Hasan,c Umar Akmal b Sohail Tanvir,30,24,2,1,125.00,40
Shahid Afridi,run out (Ghulam Mudassar/†Mohammad Rizwan),10,6,1,0,166.66,40
Daren Sammy (c),not out,17,8,1,1,212.50,40
Wahab Riaz,not out,0,0,0,0,-,40
Cameron Delport,c & b Hasan Ali,32,15,7,0,213.33,40
Brendon McCullum (c),run out (Mohammad Asghar),6,3,1,0,200.00,40
Fakhar Zaman,c Wahab Riaz b Mohammad Hafeez,0,2,0,0,0.00,40
Umar Akmal,lbw b Shakib Al Hasan,1,5,0,0,20.00,40
Mohammad Rizwan †,c †Kamran Akmal b Mohammad Hafeez,4,4,1,0,100.00,40
Grant Elliott,lbw b Shakib Al Hasan,0,3,0,0,0.00,40
Sunil Narine,c Mohammad Asghar b Wahab Riaz,21,14,2,1,150.00,40
Aamer Yamin,c Mohammad Hafeez b Sammy,25,25,2,2,100.00,40
Sohail Tanvir,not out,36,29,2,2,124.13,40
Yasir Shah,st †Kamran Akmal b Shahid Afridi,22,19,2,1,115.78,40
Ghulam Mudassar,not out,1,1,0,0,100.00,40
Dwayne Smith,c Mohammad Nawaz b Zulfiqar Babar,0,3,0,0,0.00,41
Rafatullah Mohmand,c Zulfiqar Babar b Perera,17,16,1,1,106.25,41
Hussain Talat,c Perera b Zulfiqar Babar,56,39,6,2,143.58,41
Misbah-ul-Haq (c),c Mohammad Nawaz b Anwar Ali,25,25,0,1,100.00,41
Brad Haddin †,c Anwar Ali b Hassan Khan,22,16,3,0,137.50,41
Shane Watson,lbw b Anwar Ali,29,16,2,2,181.25,41
Shadab Khan,not out,9,5,0,1,180.00,41
Asad Shafiq,b Mohammad Irfan,8,9,1,0,88.88,41
Ahmed Shehzad,c Shadab Khan b Mohammad Sami,59,51,5,1,115.68,41
Kevin Pietersen,lbw b Shadab Khan,69,43,6,3,160.46,41
Rilee Rossouw,not out,9,8,1,0,112.50,41
Sarfaraz Ahmed (c)†,c Hussain Talat b Rumman Raees,3,4,0,0,75.00,41
Anwar Ali,run out (Smith),2,5,0,0,40.00,41
Thisara Perera,not out,0,0,0,0,-,41
Cameron Delport,c †Sangakkara b Mohammad Amir,3,4,0,0,75.00,42
Brendon McCullum (c),c Babar Azam b Usama Mir,31,28,5,0,110.71,42
Fakhar Zaman,c Imad Wasim b Sohail Khan,19,15,2,1,126.66,42
Umar Akmal,c Babar Azam b Usama Mir,20,22,0,1,90.90,42
Sunil Narine,c Imad Wasim b Shoaib Malik,16,9,0,2,177.77,42
Grant Elliott,c Usman Shinwari b Shoaib Malik,2,4,0,0,50.00,42
Mohammad Rizwan †,not out,32,24,2,1,133.33,42
Sohail Tanvir,not out,22,14,2,0,157.14,42
Babar Azam,c Umar Akmal b Fakhar Zaman,49,42,7,0,116.66,42
Mahela Jayawardene,run out (†Mohammad Rizwan),10,8,1,0,125.00,42
Kumar Sangakkara (c)†,c Aamer Yamin b Narine,20,23,2,0,86.95,42
Shoaib Malik,run out (Aamer Yamin),6,11,0,0,54.54,42
Ravi Bopara,run out (sub [Zafar Gohar]),2,2,0,0,100.00,42
Imad Wasim,not out,19,14,2,1,135.71,42
Kieron Pollard,not out,45,20,1,4,225.00,42
Asad Shafiq,st †Kamran Akmal b Mohammad Asghar,3,5,0,0,60.00,43
Ahmed Shehzad,c Sohaib Maqsood b Mohammad Asghar,0,4,0,0,0.00,43
Kevin Pietersen,c Hasan Ali b Mohammad Asghar,41,43,4,0,95.34,43
Rilee Rossouw,c Mohammad Asghar b Shakib Al Hasan,38,34,3,2,111.76,43
Mohammad Nawaz,c & b Hasan Ali,18,12,0,1,150.00,43
Sarfaraz Ahmed (c)†,run out (Shakib Al Hasan/†Kamran Akmal),8,7,1,0,114.28,43
Mahmudullah,b Wahab Riaz,0,2,0,0,0.00,43
Hassan Khan,run out (Hasan Ali/†Kamran Akmal),5,8,0,0,62.50,43
Zulfiqar Babar,c Wahab Riaz b Hasan Ali,0,1,0,0,0.00,43
Umar Gul,c & b Wahab Riaz,2,3,0,0,66.66,43
Tymal Mills,not out,1,1,0,0,100.00,43
Tamim Iqbal,st †Sarfaraz Ahmed b Mahmudullah,7,13,0,0,53.84,43
Kamran Akmal †,lbw b Mohammad Nawaz,26,30,1,1,86.66,43
Marlon Samuels,c sub (Umar Amin) b Mills,7,4,0,1,175.00,43
Mohammad Hafeez,c †Sarfaraz Ahmed b Mills,22,33,3,0,66.66,43
Shakib Al Hasan,run out (Hassan Khan/Mohammad Nawaz),1,1,0,0,100.00,43
Sohaib Maqsood,c Asad Shafiq b Mahmudullah,0,2,0,0,0.00,43
Daren Sammy (c),c Mohammad Nawaz b Mahmudullah,0,1,0,0,0.00,43
Shahid Afridi,not out,45,23,3,3,195.65,43
Wahab Riaz,c †Sarfaraz Ahmed b Mills,1,6,0,0,16.66,43
Hasan Ali,not out,8,3,2,0,266.66,43
Dwayne Smith,c Pollard b Usman Shinwari,49,36,7,1,136.11,44
Ben Duckett,c Pollard b Sohail Khan,16,13,3,0,123.07,44
Hussain Talat,run out (Imad Wasim/†Sangakkara),11,12,0,0,91.66,44
Shane Watson,c Pollard b Sohail Khan,2,7,0,0,28.57,44
Brad Haddin †,c Pollard b Usman Shinwari,20,12,0,1,166.66,44
Shadab Khan,c Shoaib Malik b Mohammad Amir,9,4,0,1,225.00,44
Misbah-ul-Haq (c),c Gayle b Mohammad Amir,12,7,0,1,171.42,44
Mohammad Sami,not out,0,0,0,0,-,44
Babar Azam,b Shadab Khan,27,27,4,0,100.00,44
Chris Gayle,c Mohammad Irfan b Saeed Ajmal,44,17,2,5,258.82,44
Kumar Sangakkara (c)†,c Rumman Raees b Shadab Khan,10,10,2,0,100.00,44
Shoaib Malik,c †Haddin b Shadab Khan,7,12,0,0,58.33,44
Kieron Pollard,not out,20,13,2,0,153.84,44
Ravi Bopara,not out,11,10,2,0,110.00,44
Ahmed Shehzad,c Wahab Riaz b Sammy,71,38,7,4,186.84,45
Luke Wright,b Hasan Ali,12,7,1,1,171.42,45
Kevin Pietersen,c Mohammad Asghar b Wahab Riaz,40,22,2,3,181.81,45
Rilee Rossouw,b Wahab Riaz,17,18,0,0,94.44,45
Sarfaraz Ahmed (c)†,run out (Hasan Ali),17,20,0,0,85.00,45
Anwar Ali,run out (Malan/Hasan Ali),20,10,3,0,200.00,45
Saad Nasim,b Wahab Riaz,9,4,2,0,225.00,45
Mohammad Nawaz,not out,1,1,0,0,100.00,45
Hassan Khan,not out,1,1,0,0,100.00,45
Kamran Akmal †,c Pietersen b Zulfiqar Babar,1,7,0,0,14.28,45
Dawid Malan,c & b Mills,56,30,8,1,186.66,45
Marlon Samuels,run out (Ahmed Shehzad),1,3,0,0,33.33,45
Mohammad Hafeez,c Saad Nasim b Mohammad Nawaz,77,47,5,6,163.82,45
Shahid Afridi,c Mohammad Nawaz b Anwar Ali,34,13,1,4,261.53,45
Haris Sohail,b Mohammad Nawaz,6,6,1,0,100.00,45
Daren Sammy (c),not out,11,11,1,0,100.00,45
Chris Jordan,c †Sarfaraz Ahmed b Mohammad Nawaz,0,1,0,0,0.00,45
Wahab Riaz,run out (†Sarfaraz Ahmed),0,1,0,0,0.00,45
Hasan Ali,run out (†Sarfaraz Ahmed),0,1,0,0,0.00,45
Babar Azam,lbw b Shadab Khan,25,21,5,0,119.04,46
Chris Gayle,b Rumman Raees,17,15,2,1,113.33,46
Kumar Sangakkara (c)†,c Misbah-ul-Haq b Watson,17,19,2,0,89.47,46
Shoaib Malik,run out (Asif Ali/†Haddin),25,23,2,0,108.69,46
Ravi Bopara,c Shadab Khan b Watson,14,15,2,0,93.33,46
Kieron Pollard,c Shadab Khan b Rumman Raees,5,8,0,0,62.50,46
Imad Wasim,c Asif Ali b Rumman Raees,14,9,1,1,155.55,46
Sohail Khan,b Rumman Raees,0,1,0,0,0.00,46
Mohammad Amir,not out,2,3,0,0,66.66,46
Usama Mir,c Rumman Raees b Mohammad Sami,1,2,0,0,50.00,46
Usman Shinwari,b Mohammad Sami,0,2,0,0,0.00,46
Dwayne Smith,c †Sangakkara b Mohammad Amir,8,11,1,0,72.72,46
Asif Ali,c †Sangakkara b Usama Mir,39,36,3,1,108.33,46
Brad Haddin †,b Mohammad Amir,0,3,0,0,0.00,46
Misbah-ul-Haq (c),b Imad Wasim,13,13,1,0,100.00,46
Shane Watson,b Imad Wasim,8,9,1,0,88.88,46
Shadab Khan,c Bopara b Usama Mir,1,2,0,0,50.00,46
Nicholas Pooran,lbw b Imad Wasim,1,3,0,0,33.33,46
Amad Butt,b Sohail Khan,7,8,1,0,87.50,46
Mohammad Sami,lbw b Usama Mir,0,1,0,0,0.00,46
Rumman Raees,c Pollard b Mohammad Amir,0,4,0,0,0.00,46
Mohammad Irfan,not out,0,2,0,0,0.00,46
Kamran Akmal †,run out (Bopara/Mohammad Amir),104,65,6,7,160.00,47
Dawid Malan,c Babar Azam b Sohail Khan,36,31,4,1,116.12,47
Marlon Samuels,not out,37,22,3,1,168.18,47
Shahid Afridi,c Babar Azam b Mohammad Amir,0,1,0,0,0.00,47
Daren Sammy (c),not out,0,1,0,0,0.00,47
Babar Azam,c Wahab Riaz b Jordan,1,7,0,0,14.28,47
Chris Gayle,b Wahab Riaz,40,31,2,4,129.03,47
Kumar Sangakkara (c)†,c Samuels b Wahab Riaz,15,13,1,1,115.38,47
Shoaib Malik,c Mohammad Hafeez b Jordan,0,1,0,0,0.00,47
Ravi Bopara,st †Kamran Akmal b Mohammad Hafeez,6,11,0,0,54.54,47
Kieron Pollard,c †Kamran Akmal b Wahab Riaz,47,26,4,3,180.76,47
Imad Wasim,c Mohammad Hafeez b Jordan,24,19,1,1,126.31,47
Sohail Khan,not out,4,6,0,0,66.66,47
Mohammad Amir,not out,8,6,1,0,133.33,47
Dawid Malan,b Emrit,17,12,1,1,141.66,48
Kamran Akmal †,lbw b Hassan Khan,40,32,6,1,125.00,48
Marlon Samuels,b Mohammad Nawaz,19,17,2,1,111.76,48
Mohammad Hafeez,c Mohammad Nawaz b Emrit,12,13,1,0,92.30,48
Khushdil Shah,st †Sarfaraz Ahmed b Hassan Khan,1,5,0,0,20.00,48
Iftikhar Ahmed,lbw b Emrit,14,21,1,0,66.66,48
Daren Sammy (c),not out,28,11,1,3,254.54,48
Chris Jordan,not out,7,9,1,0,77.77,48
Morne van Wyk,run out (Hasan Ali),1,7,0,0,14.28,48
Ahmed Shehzad,c Khushdil Shah b Hasan Ali,1,5,0,0,20.00,48
Anamul Haque,c Jordan b Mohammad Asghar,3,9,0,0,33.33,48
Sarfaraz Ahmed (c)†,st †Kamran Akmal b Mohammad Hafeez,22,11,5,0,200.00,48
Sean Ervine,b Mohammad Asghar,24,19,2,0,126.31,48
Saad Nasim,c Iftikhar Ahmed b Wahab Riaz,4,6,0,0,66.66,48
Anwar Ali,c Iftikhar Ahmed b Jordan,20,24,2,0,83.33,48
Mohammad Nawaz,st †Kamran Akmal b Mohammad Asghar,0,1,0,0,0.00,48
Rayad Emrit,not out,6,9,0,0,66.66,48
Hassan Khan,c Sammy b Wahab Riaz,4,6,0,0,66.66,48
Zulfiqar Babar,b Hasan Ali,1,2,0,0,50.00,48
Tamim Iqbal,c Junaid Khan b Mohammad Irfan,11,11,2,0,100.00,49
Kamran Akmal †,c Viljoen b Mohammad Irfan,0,4,0,0,0.00,49
Dwayne Smith,c Pollard b Imran Tahir,24,23,3,1,104.34,49
Mohammad Hafeez,c Sohaib Maqsood b Junaid Khan,59,52,6,1,113.46,49
Haris Sohail,c Sohail Tanvir b Viljoen,14,15,0,1,93.33,49
Daren Sammy (c),c †Sangakkara b Sohail Tanvir,29,11,2,3,263.63,49
Hammad Azam,not out,3,3,0,0,100.00,49
Chris Jordan,not out,1,1,0,0,100.00,49
Kumar Sangakkara †,c †Kamran Akmal b Wahab Riaz,57,51,3,2,111.76,49
Ahmed Shehzad,c Hammad Azam b Wahab Riaz,0,6,0,0,0.00,49
Sohaib Maqsood,c Jordan b Mohammad Asghar,21,16,3,1,131.25,49
Shoaib Malik (c),not out,42,30,2,2,140.00,49
Kieron Pollard,not out,21,13,4,0,161.53,49
